versuchsreihe;alpha;beta;evaporation;group_size;median_value;median_iteration;std_value;min_value;max_value
9;1.000;1.400;0.700;85;1004380.000;46.500;102.857;1004210;1004547
9;1.000;1.400;0.700;60;1004313.500;35.500;201.357;1004109;1004683
9;1.000;1.400;0.300;110;1004294.000;37.500;143.406;1004167;1004615
9;1.000;1.400;0.500;110;1004411.000;58.500;141.305;1004211;1004676
9;1.000;1.400;0.500;85;1004364.000;54.500;206.714;1004215;1004798
9;1.000;1.400;0.300;60;1004300.500;48.500;105.920;1004174;1004508
9;1.800;1.000;0.300;60;1004091.000;37.000;934.160;1003684;1006546
10;1.400;0.600;0.450;120;1005421.500;85.000;541.659;1004327;1006131
10;1.800;1.000;0.450;70;1005130.500;40.500;620.940;1004030;1006213
10;1.400;0.600;0.450;70;1005021.500;17.000;501.799;1004183;1005612
10;1.400;0.600;0.450;95;1005400.000;116.500;546.977;1004345;1005836
10;1.400;1.000;0.250;95;1005052.500;49.500;295.327;1004637;1005501
10;1.400;0.600;0.650;95;1005054.500;53.000;592.412;1004481;1005972
10;1.000;0.600;0.250;120;1005016.000;46.000;293.635;1004707;1005595
10;1.400;0.600;0.250;95;1005195.000;89.000;573.817;1004684;1006437
10;1.400;1.000;0.250;120;1005019.500;55.500;293.355;1004900;1005767
10;1.000;0.600;0.650;95;1004918.000;36.000;294.027;1004452;1005264
10;1.800;1.000;0.650;95;1005081.500;74.000;451.583;1004294;1005822
10;1.000;0.600;0.650;120;1004944.500;44.000;224.364;1004667;1005390
10;1.800;1.000;0.450;120;1004976.000;52.000;685.274;1003974;1005829
10;1.000;0.600;0.250;95;1005009.500;63.000;168.462;1004791;1005323
10;1.000;0.600;0.450;120;1004896.500;38.000;226.852;1004616;1005452
10;1.800;1.400;0.250;95;1004832.000;23.500;268.853;1004515;1005298
10;1.400;1.000;0.450;70;1004992.500;62.500;231.231;1004629;1005219
10;1.000;1.000;0.450;120;1004855.500;38.000;233.443;1004559;1005319
10;1.400;0.600;0.650;120;1004931.000;55.500;552.543;1004362;1006352
10;1.400;1.000;0.450;95;1004932.500;58.000;375.729;1004589;1005963
10;1.400;1.000;0.650;120;1004861.500;42.000;206.304;1004649;1005239
10;1.400;1.000;0.250;70;1004930.000;58.500;234.071;1004716;1005475
10;1.800;1.000;0.250;70;1004891.500;51.000;621.779;1003992;1005674
10;1.800;1.000;0.650;70;1004965.000;68.000;621.174;1003974;1005953
10;1.800;1.000;0.250;120;1005209.000;124.500;456.722;1004339;1006049
10;1.400;0.600;0.250;120;1004966.000;69.500;675.592;1004175;1006147
10;1.000;0.600;0.450;70;1004824.500;39.500;169.544;1004643;1005076
10;1.000;0.600;0.650;70;1004865.000;51.000;306.576;1004668;1005708
10;1.000;0.600;0.450;95;1004856.000;52.000;160.301;1004629;1005080
10;1.800;1.000;0.250;95;1005111.000;111.500;540.687;1004400;1005803
10;1.400;1.000;0.450;120;1004768.500;34.500;245.813;1004539;1005344
10;1.400;0.600;0.650;70;1004793.500;45.500;292.206;1004232;1005134
10;1.000;1.000;0.250;95;1004764.000;39.000;227.248;1004435;1005146
10;1.800;1.400;0.450;120;1004673.000;19.500;125.802;1004535;1004997
10;1.400;1.400;0.250;120;1004780.000;44.500;160.610;1004648;1005206
10;1.400;1.400;0.450;120;1004791.000;48.500;204.810;1004392;1005091
10;1.800;1.400;0.250;120;1004687.500;25.000;257.163;1004521;1005395
10;1.000;1.000;0.250;70;1004816.500;55.000;123.813;1004649;1005045
10;1.000;0.600;0.250;70;1004887.000;72.500;146.873;1004633;1005045
10;1.400;1.000;0.650;70;1004789.000;50.000;163.852;1004565;1005102
10;1.400;1.400;0.250;95;1004743.000;39.500;181.701;1004432;1005064
10;1.800;1.400;0.250;70;1004723.500;36.500;214.868;1004456;1005014
10;1.400;1.000;0.650;95;1004860.500;70.000;235.860;1004412;1005093
10;1.800;1.400;0.450;70;1004658.000;23.500;328.971;1004329;1005346
10;1.000;1.000;0.450;95;1004715.500;38.000;209.889;1004391;1005033
10;1.400;1.400;0.450;95;1004775.000;54.000;210.932;1004421;1005107
10;1.000;1.000;0.650;70;1004826.000;68.000;244.224;1004547;1005353
10;1.800;1.000;0.650;120;1004719.000;47.000;480.644;1004063;1005546
10;1.400;1.400;0.650;120;1004733.500;54.000;127.700;1004537;1004955
10;1.800;1.400;0.650;120;1004640.000;33.500;176.240;1004480;1005004
10;1.400;1.400;0.650;70;1004707.000;49.500;282.089;1004541;1005527
10;1.000;1.000;0.650;120;1004651.500;38.000;111.830;1004564;1004897
10;1.800;0.600;0.250;95;1004517.500;10.500;254.491;1004104;1004980
10;1.000;1.000;0.450;70;1004644.000;40.000;215.663;1004387;1005180
10;1.400;1.400;0.650;95;1004698.500;53.000;228.128;1004459;1005339
10;1.800;1.000;0.450;95;1004705.000;55.000;569.237;1004130;1006232
10;1.400;1.400;0.250;70;1004754.000;67.000;248.306;1004397;1005190
10;1.400;1.400;0.450;70;1004742.500;64.500;191.098;1004434;1004986
10;1.000;1.000;0.650;95;1004718.500;61.500;211.550;1004560;1005242
10;1.000;1.000;0.250;120;1004719.000;64.500;239.743;1004590;1005429
10;1.800;0.600;0.250;120;1004478.000;9.500;289.081;1003900;1004753
10;1.800;0.600;0.450;120;1004474.000;9.500;197.152;1004158;1004714
10;1.800;1.400;0.650;70;1004616.000;43.000;247.930;1004287;1005251
10;1.800;1.400;0.450;95;1004620.000;45.000;184.770;1004280;1004835
10;1.400;0.600;0.250;70;1004472.000;12.000;294.758;1004099;1005092
10;1.800;0.600;0.450;70;1004429.000;14.000;264.664;1004033;1004883
10;1.000;1.400;0.250;120;1004453.500;30.500;239.442;1004177;1004934
10;1.800;0.600;0.650;120;1004349.500;7.500;290.582;1003967;1004985
10;1.800;0.600;0.450;95;1004330.500;7.000;357.065;1004019;1005086
10;1.800;1.400;0.650;95;1004473.500;40.500;193.664;1004293;1004941
10;1.000;1.400;0.650;120;1004413.500;32.000;143.706;1004244;1004732
10;1.800;0.600;0.650;95;1004304.500;11.500;321.129;1003998;1005032
10;1.000;1.400;0.250;70;1004373.500;37.000;158.376;1004020;1004615
10;1.800;0.600;0.650;70;1004219.500;5.500;201.639;1003936;1004616
10;1.000;1.400;0.450;95;1004337.000;37.000;165.525;1004127;1004664
10;1.800;0.600;0.250;70;1004302.000;30.500;235.144;1003825;1004610
10;1.000;1.400;0.650;70;1004295.000;35.500;218.592;1004092;1004872
10;1.000;1.400;0.250;95;1004326.500;52.500;105.304;1004139;1004469
10;1.000;1.400;0.650;95;1004337.000;58.000;118.081;1004136;1004479
10;1.000;1.400;0.450;70;1004239.000;45.000;157.184;1004139;1004615
10;1.000;1.400;0.450;120;1004402.000;85.000;154.952;1004285;1004772
11;1.400;0.600;0.650;135;1005554.000;69.500;632.355;1004435;1006308
11;1.400;1.000;0.650;110;1005110.500;44.000;344.322;1004336;1005578
11;1.800;1.400;0.450;110;1004909.000;17.000;355.623;1004368;1005342
11;1.400;0.600;0.250;110;1005398.500;101.000;389.655;1004538;1005856
11;1.400;0.600;0.450;135;1005185.000;72.000;486.576;1004901;1006327
11;1.400;0.600;0.450;110;1005176.500;72.500;363.684;1004434;1005721
11;1.400;1.000;0.650;135;1005008.000;45.000;463.121;1004403;1006117
11;1.800;1.000;0.250;85;1005066.000;55.500;600.336;1004180;1005810
11;1.400;1.000;0.450;110;1004895.500;27.500;255.655;1004507;1005381
11;1.400;1.000;0.650;85;1005002.000;46.000;234.845;1004444;1005222
11;1.400;0.600;0.650;85;1005078.500;61.500;473.772;1004155;1005646
11;1.400;0.600;0.250;135;1005235.000;89.000;366.502;1004647;1005644
11;1.800;1.000;0.450;135;1005110.000;69.500;525.164;1004159;1006040
11;1.400;1.000;0.250;85;1005033.500;57.000;216.880;1004614;1005312
11;1.400;0.600;0.250;85;1004977.500;47.500;415.683;1004360;1005705
11;1.800;1.000;0.650;110;1005034.000;57.500;417.947;1004083;1005559
11;1.400;1.000;0.250;135;1005039.000;62.500;242.237;1004601;1005365
11;1.000;0.600;0.450;135;1004876.000;38.000;241.575;1004585;1005514
11;1.400;1.000;0.250;110;1004847.500;34.500;320.890;1004607;1005665
11;1.000;0.600;0.450;110;1004938.000;50.500;170.779;1004723;1005286
11;1.000;1.000;0.250;110;1004859.000;37.500;175.013;1004547;1005115
11;1.000;1.000;0.650;85;1004721.000;15.000;179.838;1004401;1005022
11;1.000;1.000;0.650;135;1004793.500;31.500;205.914;1004546;1005229
11;1.800;1.000;0.250;135;1004932.000;56.500;427.475;1004236;1005547
11;1.800;1.400;0.650;110;1004738.000;24.000;201.166;1004443;1005062
11;1.000;0.600;0.650;135;1004999.000;69.000;170.392;1004689;1005200
11;1.400;1.000;0.450;85;1004809.000;37.000;194.505;1004678;1005139
11;1.400;1.000;0.450;135;1004964.500;67.000;274.697;1004752;1005473
11;1.400;0.600;0.650;110;1004893.000;56.500;403.567;1004474;1005637
11;1.000;0.600;0.250;135;1004947.000;66.500;198.352;1004531;1005248
11;1.000;0.600;0.250;85;1004841.000;49.000;342.646;1004564;1005714
11;1.800;1.000;0.650;135;1004789.000;40.500;557.263;1003907;1006066
11;1.000;0.600;0.650;110;1004834.500;50.000;175.693;1004581;1005107
11;1.400;1.400;0.650;135;1004706.000;30.500;169.638;1004624;1005198
11;1.800;1.400;0.450;135;1004657.000;23.000;152.144;1004500;1005002
11;1.000;1.000;0.650;110;1004759.000;41.500;145.950;1004571;1005136
11;1.800;1.400;0.650;85;1004598.000;15.500;162.909;1004337;1004776
11;1.800;1.400;0.250;135;1004648.000;25.000;145.496;1004334;1004804
11;1.000;0.600;0.650;85;1004854.500;60.500;124.393;1004669;1005078
11;1.800;1.400;0.650;135;1004587.000;15.000;143.625;1004446;1004884
11;1.400;1.400;0.450;85;1004710.000;36.000;125.438;1004509;1004904
11;1.800;1.000;0.250;110;1004833.000;57.000;520.830;1003945;1005739
11;1.000;1.000;0.250;85;1004805.500;52.500;248.933;1004518;1005245
11;1.400;1.400;0.250;135;1004758.500;44.500;207.314;1004509;1005069
11;1.400;1.400;0.650;110;1004740.000;41.500;203.735;1004320;1005028
11;1.000;1.000;0.450;85;1004703.000;37.500;249.475;1004290;1005146
11;1.400;0.600;0.450;85;1004988.500;87.000;631.480;1004022;1005941
11;1.000;1.000;0.450;110;1004624.000;25.500;122.605;1004470;1004831
11;1.800;1.400;0.250;110;1004605.000;24.000;246.025;1004415;1005237
11;1.000;1.000;0.250;135;1004803.500;61.500;146.402;1004484;1004921
11;1.800;0.600;0.250;135;1004474.500;7.500;237.683;1004312;1005141
11;1.400;1.400;0.450;110;1004801.000;63.500;112.958;1004637;1004993
11;1.800;1.000;0.450;110;1004905.000;82.000;294.614;1004378;1005323
11;1.400;1.400;0.450;135;1004781.000;62.000;119.274;1004651;1005023
11;1.000;0.600;0.250;110;1004833.500;73.500;94.459;1004678;1004939
11;1.800;1.400;0.250;85;1004604.500;34.500;180.643;1004374;1004946
11;1.400;1.400;0.650;85;1004739.500;58.000;199.289;1004545;1005088
11;1.800;0.600;0.250;110;1004508.500;19.000;172.923;1004346;1004891
11;1.000;0.600;0.450;85;1004860.000;80.000;263.075;1004621;1005344
11;1.000;1.000;0.450;135;1004675.000;53.000;126.365;1004513;1004894
11;1.800;0.600;0.250;85;1004445.500;17.500;255.078;1003866;1004736
11;1.800;1.000;0.650;85;1004550.000;36.500;642.334;1003688;1005667
11;1.800;1.400;0.450;85;1004608.500;53.500;239.481;1004203;1005017
11;1.800;1.000;0.450;85;1004721.500;73.000;531.866;1003878;1005549
11;1.400;1.400;0.250;110;1004603.000;53.000;209.449;1004408;1005017
11;1.800;0.600;0.650;135;1004323.000;6.000;278.359;1004032;1004911
11;1.800;0.600;0.450;110;1004323.500;8.500;275.458;1003971;1004990
11;1.400;1.400;0.250;85;1004633.500;62.500;182.043;1004380;1004999
11;1.800;0.600;0.450;135;1004322.000;10.000;184.624;1004165;1004795
11;1.800;0.600;0.650;85;1004358.000;19.000;198.956;1004033;1004592
11;1.800;0.600;0.650;110;1004254.500;7.000;254.496;1004180;1004811
11;1.000;1.400;0.450;135;1004354.500;25.500;153.523;1004161;1004644
11;1.800;0.600;0.450;85;1004254.000;12.500;198.447;1004068;1004757
11;1.000;1.400;0.650;85;1004331.500;28.000;72.385;1004232;1004441
11;1.000;1.400;0.450;110;1004370.500;40.500;152.438;1004255;1004771
11;1.000;1.400;0.250;85;1004408.000;47.500;186.875;1004233;1004841
11;1.000;1.400;0.250;110;1004311.500;33.000;84.806;1004260;1004480
11;1.000;1.400;0.450;85;1004339.000;39.500;165.575;1004195;1004662
11;1.000;1.400;0.650;110;1004331.500;46.000;260.755;1004178;1005080
11;1.000;1.400;0.250;135;1004437.000;68.000;138.309;1004313;1004814
11;1.000;1.400;0.650;135;1004468.000;90.500;177.527;1004275;1004877
12;1.400;0.800;0.650;110;1005258.000;35.500;334.541;1004832;1005812
12;1.400;1.200;0.450;180;1005237.000;44.500;249.834;1004774;1005619
12;1.400;0.800;0.450;145;1005223.500;48.000;367.909;1004807;1005773
12;1.400;0.800;0.650;145;1005258.500;56.000;199.836;1004958;1005495
12;1.400;0.800;0.650;180;1005199.000;46.500;365.346;1004734;1005867
12;1.400;0.800;0.250;180;1005133.000;38.000;179.392;1004966;1005598
12;1.400;0.800;0.450;110;1005264.500;62.500;369.539;1004745;1005926
12;1.400;0.800;0.450;180;1005074.000;32.000;154.012;1004904;1005393
12;1.400;0.800;0.250;145;1005101.500;43.500;196.026;1004958;1005572
12;1.400;1.200;0.650;145;1005049.500;36.500;205.496;1004671;1005309
12;1.400;0.800;0.250;110;1005098.000;54.500;205.836;1004946;1005510
12;1.000;0.800;0.450;145;1005105.500;56.500;231.380;1004637;1005213
12;1.000;0.800;0.250;180;1004928.000;29.500;187.290;1004618;1005125
12;1.400;1.200;0.450;145;1005043.500;53.500;236.300;1004721;1005492
12;1.000;0.400;0.650;110;1004903.000;33.500;179.889;1004624;1005147
12;1.000;0.800;0.650;145;1004878.500;32.000;182.786;1004577;1005141
12;1.400;1.200;0.650;180;1005002.500;53.500;108.515;1004893;1005265
12;1.000;0.800;0.450;180;1004943.500;49.000;146.279;1004743;1005154
12;1.000;0.800;0.650;180;1004881.500;39.000;287.671;1004715;1005674
12;1.400;1.200;0.650;110;1005101.000;76.000;177.266;1004760;1005455
12;1.400;1.200;0.250;180;1004999.000;60.000;223.764;1004639;1005217
12;1.400;1.200;0.450;110;1004955.500;56.000;224.658;1004767;1005419
12;1.000;0.800;0.650;110;1004919.000;50.000;175.437;1004605;1005125
12;1.000;0.400;0.650;180;1004977.000;61.500;233.450;1004688;1005461
12;1.400;1.200;0.250;110;1004967.500;60.000;171.531;1004872;1005306
12;1.000;0.400;0.250;180;1004798.500;33.500;255.875;1004455;1005319
12;1.000;0.800;0.250;145;1004994.000;69.500;185.587;1004677;1005354
12;1.400;1.200;0.250;145;1004890.500;55.000;162.314;1004612;1005045
12;1.000;1.200;0.250;145;1004737.500;30.000;236.010;1004405;1005251
12;1.000;0.400;0.450;180;1004730.000;34.000;265.915;1004548;1005410
12;1.000;0.800;0.450;110;1004747.000;38.500;232.606;1004605;1005256
12;1.000;0.800;0.250;110;1004843.500;57.000;195.795;1004619;1005244
12;1.400;0.400;0.250;110;1004697.500;33.500;294.960;1004194;1005280
12;1.400;0.400;0.650;180;1004545.500;10.000;240.892;1004271;1005037
12;1.400;0.400;0.650;145;1004544.500;11.000;178.794;1004143;1004761
12;1.000;0.400;0.450;145;1004773.000;52.500;161.022;1004635;1005078
12;1.400;0.400;0.650;110;1004541.000;15.500;392.048;1004211;1005533
12;1.000;0.400;0.650;145;1004841.000;67.500;223.621;1004477;1005346
12;1.000;0.400;0.450;110;1004768.500;56.000;252.986;1004513;1005364
12;1.400;0.400;0.450;180;1004499.500;13.000;121.178;1004281;1004650
12;1.000;0.400;0.250;110;1004930.500;87.500;190.646;1004441;1005087
12;0.600;0.800;0.650;110;1004553.000;24.500;228.979;1004239;1004879
12;1.000;1.200;0.650;145;1004532.500;22.000;182.058;1004333;1004894
12;1.000;1.200;0.450;180;1004647.500;43.500;148.263;1004397;1004947
12;1.400;0.400;0.250;180;1004428.500;11.500;228.500;1004177;1004854
12;0.600;0.800;0.450;180;1004592.000;39.500;127.522;1004494;1004910
12;0.600;0.800;0.250;180;1004604.000;43.500;120.117;1004486;1004844
12;1.000;1.200;0.450;145;1004790.000;76.000;182.320;1004457;1005002
12;1.000;1.200;0.650;180;1004659.000;55.000;149.497;1004567;1005026
12;1.400;0.400;0.450;145;1004438.500;21.000;179.204;1004142;1004730
12;0.600;0.800;0.650;145;1004511.500;33.500;307.035;1004238;1005173
12;1.000;1.200;0.450;110;1004508.000;35.500;163.115;1004326;1004821
12;1.000;1.200;0.250;180;1004624.000;59.500;147.534;1004397;1004866
12;1.400;0.400;0.450;110;1004328.000;10.000;224.617;1004184;1004865
12;1.400;0.400;0.250;145;1004424.000;27.000;163.151;1004251;1004789
12;1.000;0.400;0.250;145;1004716.000;76.000;221.643;1004425;1005202
12;1.000;1.200;0.650;110;1004476.500;38.500;107.145;1004343;1004672
12;0.600;0.800;0.250;145;1004488.000;41.500;156.078;1004236;1004756
12;0.600;0.800;0.450;110;1004533.000;52.500;109.285;1004389;1004723
12;1.000;1.200;0.250;110;1004495.500;51.500;141.079;1004352;1004833
12;0.600;0.800;0.250;110;1004489.000;53.500;105.512;1004238;1004570
12;0.600;0.800;0.450;145;1004384.000;36.500;161.178;1004239;1004803
12;0.600;0.400;0.250;180;1004417.000;46.500;316.738;1004022;1004910
12;0.600;1.200;0.450;110;1004331.500;32.500;188.258;1004103;1004748
12;0.600;0.400;0.650;180;1004387.500;43.000;179.302;1004068;1004631
12;0.600;1.200;0.450;145;1004279.000;27.000;131.339;1004001;1004460
12;0.600;1.200;0.250;145;1004366.500;43.000;135.441;1004182;1004619
12;0.600;0.800;0.650;180;1004575.500;87.500;291.310;1004475;1005195
12;0.600;0.400;0.450;180;1004321.500;47.000;156.650;1004195;1004715
12;0.600;0.400;0.650;145;1004388.000;62.000;227.299;1004127;1004946
12;0.600;0.400;0.250;145;1004185.500;28.500;276.327;1003932;1004886
12;0.600;1.200;0.650;180;1004331.000;55.000;182.005;1004133;1004677
12;0.600;0.400;0.650;110;1004269.500;46.000;145.516;1004114;1004613
12;0.600;1.200;0.450;180;1004341.000;60.500;119.776;1004067;1004448
12;0.600;1.200;0.250;180;1004374.500;66.500;164.478;1004155;1004617
12;0.600;1.200;0.650;110;1004247.000;49.500;132.468;1004087;1004548
12;0.600;1.200;0.650;145;1004319.000;63.000;141.114;1004144;1004615
12;0.600;1.200;0.250;110;1004232.000;53.000;104.322;1004073;1004467
12;0.600;0.400;0.450;110;1004244.500;56.500;193.032;1004023;1004575
12;0.600;0.400;0.250;110;1004258.500;61.000;308.498;1003800;1004838
12;0.600;0.400;0.450;145;1004269.000;72.000;285.988;1004019;1004898
13;1.700;1.000;0.350;95;1005745.000;63.500;411.167;1004853;1006020
13;1.700;1.000;0.500;95;1005541.000;52.000;450.558;1004873;1006467
13;1.400;0.700;0.650;95;1005561.500;55.000;404.485;1004954;1006330
13;1.400;0.700;0.350;135;1005786.000;84.500;475.447;1005128;1006305
13;1.700;1.000;0.650;110;1005484.000;47.500;393.995;1004916;1006222
13;1.400;0.700;0.650;135;1005712.500;78.500;220.655;1005323;1006148
13;1.400;0.700;0.500;135;1005602.000;74.500;308.865;1005143;1006134
13;1.400;0.700;0.500;110;1005424.500;53.500;372.345;1005134;1006432
13;1.700;1.000;0.650;95;1005503.000;64.000;238.907;1005261;1005996
13;1.700;1.000;0.650;135;1005550.000;72.000;373.876;1004939;1006065
13;1.700;1.000;0.350;135;1005494.500;68.500;437.276;1004643;1006045
13;1.400;0.700;0.500;95;1005305.500;46.000;371.733;1004922;1006184
13;1.400;0.700;0.350;95;1005603.000;86.000;343.291;1004832;1005980
13;1.700;1.000;0.500;135;1005344.000;53.000;277.979;1005087;1005988
13;1.400;0.700;0.650;110;1005569.500;88.500;296.449;1005152;1006232
13;1.700;1.000;0.350;110;1005566.000;94.000;401.564;1004864;1006197
13;1.100;0.700;0.500;95;1005170.000;44.500;144.452;1004901;1005319
13;1.400;0.700;0.350;110;1005462.000;83.000;344.753;1005166;1006138
13;1.400;1.000;0.500;110;1005034.000;28.000;227.708;1004744;1005449
13;1.700;1.000;0.500;110;1005311.500;66.500;321.435;1005067;1006060
13;1.100;0.700;0.350;95;1004964.000;22.500;238.140;1004676;1005451
13;1.400;1.000;0.350;135;1004991.500;31.000;236.066;1004593;1005330
13;1.100;0.700;0.650;95;1005069.000;44.500;207.079;1004595;1005300
13;1.100;0.700;0.350;135;1005069.000;48.000;173.080;1004662;1005317
13;1.100;0.700;0.350;110;1005109.000;54.000;182.910;1004714;1005244
13;1.100;0.700;0.500;110;1005194.000;68.500;317.506;1004620;1005591
13;1.700;1.300;0.650;95;1004773.500;17.000;254.559;1004441;1005308
13;1.400;1.300;0.350;135;1004985.000;46.500;171.894;1004672;1005217
13;1.400;1.000;0.650;110;1004918.500;38.500;254.818;1004505;1005339
13;1.700;1.300;0.350;135;1004730.000;16.500;188.302;1004404;1004991
13;1.100;0.700;0.650;110;1004981.500;50.500;294.057;1004815;1005776
13;1.100;1.000;0.650;135;1004862.500;36.500;196.357;1004736;1005357
13;1.700;1.300;0.500;95;1004705.000;17.000;150.519;1004413;1004827
13;1.400;1.300;0.500;110;1005070.000;65.000;264.358;1004696;1005486
13;1.400;1.300;0.500;95;1004926.000;48.000;188.803;1004525;1005186
13;1.400;1.000;0.500;135;1004770.000;29.000;150.631;1004667;1005072
13;1.400;1.300;0.650;135;1004813.500;35.000;253.841;1004486;1005230
13;1.700;1.300;0.350;110;1004726.000;26.000;261.595;1004421;1005396
13;1.100;0.700;0.500;135;1005015.500;65.500;167.347;1004784;1005286
13;1.400;1.000;0.650;135;1005074.500;73.500;246.258;1004759;1005561
13;1.400;1.000;0.500;95;1004875.000;47.500;259.072;1004595;1005500
13;1.700;1.300;0.650;110;1004735.500;32.000;257.420;1004216;1005198
13;1.100;1.000;0.350;95;1004847.000;47.000;190.572;1004597;1005149
13;1.100;1.000;0.500;95;1004960.000;62.000;349.073;1004620;1005799
13;1.100;1.000;0.650;95;1004773.000;38.000;262.727;1004572;1005413
13;1.700;1.300;0.500;110;1004551.000;9.500;206.625;1004302;1004872
13;1.700;1.300;0.650;135;1004676.000;26.000;192.889;1004444;1004976
13;1.100;1.000;0.650;110;1004974.000;65.500;179.967;1004709;1005268
13;1.400;1.000;0.650;95;1004732.500;36.000;233.481;1004465;1005163
13;1.400;1.300;0.650;95;1004880.500;55.500;158.926;1004590;1005194
13;1.700;1.300;0.500;135;1004767.500;41.000;298.138;1004432;1005508
13;1.400;1.300;0.500;135;1004817.000;47.500;199.575;1004704;1005252
13;1.400;1.000;0.350;110;1004992.000;71.000;150.644;1004847;1005302
13;1.700;1.300;0.350;95;1004579.500;18.000;205.745;1004381;1005094
13;1.100;1.000;0.350;135;1004889.500;59.000;215.988;1004547;1005282
13;1.400;1.300;0.350;110;1004812.000;49.500;158.119;1004581;1005048
13;1.400;1.000;0.350;95;1004975.000;71.500;284.532;1004466;1005440
13;1.100;0.700;0.650;135;1005024.000;79.000;172.755;1004888;1005522
13;1.400;1.300;0.650;110;1004804.500;52.000;170.853;1004595;1005127
13;1.100;1.000;0.500;135;1004892.500;63.500;235.784;1004630;1005368
13;1.100;1.000;0.500;110;1004859.500;63.000;103.442;1004677;1005029
13;1.700;0.700;0.350;95;1004436.000;10.500;417.343;1003967;1005474
13;1.100;1.300;0.650;110;1004589.000;31.000;188.423;1004391;1005006
13;1.700;0.700;0.350;135;1004386.000;4.500;253.725;1003969;1004915
13;1.100;1.300;0.500;110;1004543.500;28.500;212.151;1004246;1004891
13;1.700;0.700;0.500;95;1004370.000;6.000;383.310;1004112;1005245
13;1.700;0.700;0.650;110;1004362.000;5.000;289.572;1003964;1004875
13;1.100;1.300;0.350;110;1004570.500;36.000;224.740;1004360;1005019
13;1.700;0.700;0.500;135;1004404.000;15.500;375.475;1004104;1005425
13;1.700;0.700;0.650;135;1004313.500;4.000;271.001;1003759;1004568
13;1.700;0.700;0.500;110;1004276.000;5.000;310.427;1003923;1004961
13;1.100;1.300;0.650;135;1004596.500;49.500;171.189;1004251;1004845
13;1.400;1.300;0.350;95;1004684.500;62.000;162.299;1004528;1004982
13;1.100;1.300;0.650;95;1004578.500;51.000;243.353;1004283;1005032
13;1.100;1.300;0.350;95;1004585.000;52.000;110.869;1004403;1004726
13;1.700;0.700;0.350;110;1004269.000;12.000;274.089;1003951;1004858
13;1.100;1.000;0.350;110;1004703.000;72.500;134.544;1004613;1005020
13;1.700;0.700;0.650;95;1004179.000;7.500;191.315;1003793;1004467
13;1.100;1.300;0.350;135;1004707.000;80.000;206.711;1004385;1005002
13;1.100;1.300;0.500;135;1004389.500;39.500;192.502;1004289;1004796
13;1.100;1.300;0.500;95;1004502.500;56.000;99.980;1004260;1004601
14;1.400;0.650;0.470;125;1005916.000;96.500;428.922;1004988;1006146
14;1.400;0.650;0.570;140;1005712.500;72.500;641.198;1004190;1006336
14;1.400;0.650;0.370;125;1005936.500;110.500;528.452;1004783;1006625
14;1.400;0.650;0.470;110;1005694.500;90.500;741.857;1004208;1006857
14;1.400;0.650;0.470;140;1005696.000;91.000;401.635;1005205;1006346
14;1.400;0.650;0.570;110;1005395.000;51.500;325.136;1004775;1005802
14;1.200;0.650;0.370;140;1005237.500;30.000;268.549;1004719;1005568
14;1.400;0.650;0.370;140;1005720.500;110.500;419.224;1005100;1006202
14;1.200;0.800;0.470;140;1005327.500;48.000;529.873;1004719;1006459
14;1.400;0.800;0.470;140;1005258.500;37.000;232.986;1004832;1005496
14;1.400;0.800;0.570;125;1005269.000;40.000;366.288;1004733;1005732
14;1.400;0.800;0.370;110;1005207.000;30.000;244.262;1004870;1005560
14;1.400;0.650;0.570;125;1005311.000;53.500;328.148;1005141;1006026
14;1.400;0.800;0.570;110;1005204.000;36.500;272.672;1004924;1005771
14;1.200;0.500;0.470;125;1005445.000;82.000;211.375;1004987;1005728
14;1.200;0.500;0.470;140;1005254.000;50.500;184.494;1004935;1005573
14;1.400;0.650;0.370;110;1005472.000;88.000;344.307;1005099;1006155
14;1.200;0.500;0.470;110;1005161.500;37.500;229.702;1004892;1005764
14;1.400;0.800;0.470;125;1005120.500;31.000;289.876;1004814;1005848
14;1.400;0.800;0.570;140;1005150.500;37.500;143.798;1004966;1005390
14;1.200;0.800;0.370;125;1005114.500;33.500;254.538;1004818;1005455
14;1.200;0.500;0.370;110;1005156.000;41.000;234.575;1004872;1005600
14;1.400;0.800;0.370;125;1005144.000;41.000;282.438;1004881;1005661
14;1.400;0.800;0.370;140;1005134.000;39.500;280.629;1004957;1005763
14;1.200;0.650;0.570;140;1005187.500;49.000;193.549;1004927;1005494
14;1.200;0.500;0.570;125;1005137.000;44.000;222.048;1004798;1005607
14;1.200;0.650;0.570;110;1005231.000;60.000;192.353;1004895;1005552
14;1.200;0.800;0.570;125;1005116.500;42.500;199.950;1004643;1005362
14;1.200;0.800;0.570;140;1005337.500;80.500;232.172;1005043;1005761
14;1.200;0.800;0.570;110;1005224.500;64.000;307.784;1004982;1006036
14;1.400;0.800;0.470;110;1005213.500;64.000;301.207;1004835;1005763
14;1.200;0.500;0.570;110;1005190.000;61.000;191.515;1004732;1005453
14;1.200;0.650;0.470;110;1005095.000;48.000;129.090;1004827;1005232
14;1.200;0.650;0.470;140;1005081.000;46.000;240.917;1004709;1005558
14;1.200;0.500;0.370;125;1005135.000;55.500;317.345;1005014;1005931
14;1.200;0.500;0.370;140;1005161.500;61.000;196.202;1005044;1005603
